created_at,tweet_id,Location,tweet_text,screen_name,name,account_creation_date,urls,Likes,Retweet
2021-03-09 11:59:03,1369256414150004738,🇻🇪🇨🇴,RT @haileysoutfits: Hailey Bieber for Adidas x Ivy Park. https://t.co/2nrzD1CPBL,soymayhurtado,Mayra,Tue Jul 28 21:12:15 +0000 2009,[],0,117
2021-03-09 11:59:02,1369256411276972033,United States,adidas Kids’ Questar Flow Cloudfoam Running Shoes https://t.co/spDzZjlktm,no1_doctor,No1 Doctor,Tue Aug 25 22:41:34 +0000 2015,"[{'url': 'https://t.co/spDzZjlktm', 'expanded_url': 'http://shoppingdealer.com/?p=115054', 'display_url': 'shoppingdealer.com/?p=115054', 'indices': [50, 73]}]",0,0
2021-03-09 11:59:00,1369256403437842437,United States,adidas Kids’ Questar Flow Cloudfoam Running Shoes https://t.co/dzBsdC62Td,Shoppingdealer1,Shoppingdealer,Fri Jul 01 04:53:58 +0000 2016,"[{'url': 'https://t.co/dzBsdC62Td', 'expanded_url': 'http://shoppingdealer.com/?p=115054', 'display_url': 'shoppingdealer.com/?p=115054', 'indices': [50, 73]}]",0,0
2021-03-09 11:58:58,1369256394411696131,Chile,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,BLACKPINKChile,BLACKPINK Chile -R- 🌹,Tue Jun 14 01:10:48 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:56,1369256386731925508,Republic of kenya Nairobi Meru,"RT @Maureen_WM: Normalize buying your shoes @Poise254
Adidas dragon
Sizes 40-45
Ksh 3800
📩 📞  0717787755 /0733787755
Delivery done countryw…",Tonny_M_Mugiira,Tonny M.Mugiira✪,Tue Jan 16 10:03:22 +0000 2018,[],0,25
2021-03-09 11:58:46,1369256344767721472,Hustle,RT @Dremodrizzy: Wanna walk into the bank and cash my Cheques in Adidas https://t.co/MLIbP6phO8,Oluwashaggi2,Oluwashaggi😈,Tue Jul 23 06:03:41 +0000 2019,[],0,34
2021-03-09 11:58:43,1369256332944019456,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,ljshpr,LJ,Thu Oct 25 15:10:24 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:42,1369256327051100162,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,blackveelvt,Ge -R-,Fri May 29 20:45:32 +0000 2015,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:40,1369256320042467328,blink fanboy,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,chichi__chu,-𝑅-𝑂𝑆𝐸́ 𝑆𝑂𝐿𝑂 ⁰³¹²,Mon Oct 14 11:35:18 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:38,1369256310542376963,,@Bet9jaOfficial No adidas logo on fulham player hose and no Nike tag on Salah shirt,KShazzling,BBW,Wed Dec 11 00:09:58 +0000 2019,[],0,0
2021-03-09 11:58:34,1369256292213219332,USA by Hook or Crook ,"RT @winchester_boye: Adidas massager slides available 

220 cedis

Sizes 38-46

Kindly retweet my hustle🥺 https://t.co/cceq6RnK3p",Thugthugger3,Hasta la fuego,Fri Nov 03 09:11:56 +0000 2017,[],0,8
2021-03-09 11:58:34,1369256291181461505,ph,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,snithhhh,Samnettee,Thu Oct 03 06:11:36 +0000 2013,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:29,1369256274232180736,Singapore,"RT @wrongweather: YEEZY BOOST 700 V2 CREAM - Online Raffle - Sign up for a chance to buy at https://t.co/JRUhbHrhsZ

#yeezy #yeezy700 #snea…",SymlYsf,Alexios,Tue Jan 12 13:59:10 +0000 2010,"[{'url': 'https://t.co/JRUhbHrhsZ', 'expanded_url': 'http://bit.ly/2OBTaE1', 'display_url': 'bit.ly/2OBTaE1', 'indices': [92, 115]}]",0,1
2021-03-09 11:58:25,1369256254611292160,A proud Madridista,"@Bet9jaOfficial On Mo Salah shirt, there’s a black logo in the first frame and is not in the second frame.
 There’s… https://t.co/DOoLoKYg1N",ChiefOfInplay,INPLAY CHIEF,Sun Mar 17 19:49:03 +0000 2013,"[{'url': 'https://t.co/DOoLoKYg1N', 'expanded_url': 'https://twitter.com/i/web/status/1369256254611292160', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",0,0
2021-03-09 11:58:25,1369256254602760196,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,danewblackpink,LIGHTUPTHESKY,Tue Dec 29 00:04:38 +0000 2015,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:20,1369256233669193731,Surabaya,"READY STOCK

Official Masker Adidas Red Face Mask Original BNWT 

Our price Rp 99.000

#masker4sale #masker

Order… https://t.co/YjNIrpbEWM",SaleFootball,Clearance Sale,Wed Feb 06 05:28:51 +0000 2013,"[{'url': 'https://t.co/YjNIrpbEWM', 'expanded_url': 'https://twitter.com/i/web/status/1369256233669193731', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",0,0
2021-03-09 11:58:16,1369256217827282944,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,KasuwanMalinee,MALINEE KASUWAN,Tue Oct 08 04:10:52 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:11,1369256196146925568,"BLESSED SOIL, USA.",RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,TrueKingOfGod,TRUE MAN OF GOD,Sun Nov 01 15:27:24 +0000 2015,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:09,1369256186269364230,🇲🇾,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,teumeskies,aris~,Sat Aug 01 08:45:34 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:08,1369256185485012994,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,JLJR124,J 🖤💗,Tue Jun 19 12:39:00 +0000 2012,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:58:04,1369256168070115333,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,silvercoinss97,| NANA,Mon Feb 13 11:41:32 +0000 2017,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:51,1369256114261491713,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,rajaabp,rania,Mon Dec 05 11:53:06 +0000 2016,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:48,1369256099975729161,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,blinkbp488,สนใจเมนมึงเถอะ ..🖕🌼,Tue Apr 24 15:03:56 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:46,1369256092199493633,Turtle Rabbit Land,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,jisooinpink,ACTRESS JISOO,Thu Jun 11 17:06:09 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:43,1369256081264902146,OT4,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,padayonlalisa,𝖌-𝗥-𝖆𝖈𝖊,Thu Jul 19 14:36:08 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:43,1369256080413495297,Earth,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,xjennylynx,jenny,Mon Sep 09 12:28:14 +0000 2013,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:42,1369256075631857665,BTS/ JENNIE IS THE MAIN RAPPER,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Lonnie39333496,winter JEN_km🐰🐥,Fri Jun 19 03:00:53 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:39,1369256061094465540,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,donahuee_,danté,Sat Jan 30 11:28:49 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:36,1369256048746446851,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,mBlinkjen,M👑💎,Fri Jan 10 06:23:52 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:35,1369256046666129414,Pretoria/JHB,@MyNameIsBANDZ Adidas was going off,OraisGolden,Oratile Tshungu,Wed Nov 21 13:23:30 +0000 2012,[],0,0
2021-03-09 11:57:35,1369256045038559234,,RT @Jenlisa_house: Adidas Originals Korea updated IG #LISA @BLACKPINK https://t.co/8SnPXzhxmz,manduxlisayah,ManduXLisayah,Tue Jul 21 08:18:11 +0000 2020,[],0,30
2021-03-09 11:57:31,1369256027187802114,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,slapppssoillako,L.A.,Mon Nov 18 23:19:11 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:30,1369256023266066438,world,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,BPfourEVEER,J,Fri Sep 09 13:02:30 +0000 2011,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:27,1369256014067949573,terminal,RT @Dremodrizzy: Wanna walk into the bank and cash my Cheques in Adidas https://t.co/MLIbP6phO8,manlikedonald,BIG FISH,Fri Oct 22 20:41:36 +0000 2010,[],0,34
2021-03-09 11:57:21,1369255988721840128,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,hiroppi_sp,Hiroppi,Thu Aug 31 16:04:53 +0000 2017,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:14,1369255957616730112,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,kimsnowsky,เบบี้🩰,Mon Jun 01 19:07:49 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:13,1369255953816641543,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Abadeer18D,Yamaily,Tue Dec 08 14:49:58 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:10,1369255939816194049,Brasil,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,noticiasBp,THE BLACKPINK NOTÍCIAS 🍦,Sat Mar 28 18:35:17 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:02,1369255908451053572,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Cat00729152,cat😊loveเสี่ยวลี่,Sun Jul 07 09:09:16 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:57:02,1369255906681253888,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,liquatef260,Normal.🌪️⛈️,Wed Jan 24 13:23:39 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:59,1369255893183963146,"Birmingham, England",@phildelves Yes mate &amp; Adidas too,TFShirts,Chris @ TFShirts,Fri Mar 15 12:33:58 +0000 2019,[],0,0
2021-03-09 11:56:58,1369255890835144706,she/her | ot4,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,jennmaingirl,ٰ,Thu Sep 10 08:26:02 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:57,1369255885575491585,United Kingdom,"RT @PluggedGlobal: Adidas Yeezy 450 Cloud White

UK3.5 - UK13.5 Available ✅

Prices Starting From £319.99

DM For Purchase Info 📥: https://…",cloutjordy,2021Vlone,Sun Dec 16 21:57:57 +0000 2018,[],0,1
2021-03-09 11:56:48,1369255846752976899,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,MicianMician1,MewGulf☀️🌻Waanjai,Sat Aug 31 17:22:00 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:42,1369255825072480260,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Piki93160069,lilinini,Fri Oct 23 00:47:54 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:39,1369255808903516160,LISA's HEART,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,LisaBestGirl327,LisaBestGirl,Fri Jun 05 13:45:46 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:38,1369255806626127875,"Baguio City, Philippines ",RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,marzxx4,Marz Suba🌙☀️,Tue Mar 20 05:57:26 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:38,1369255805372018688,,RT @SneakerScouts: #ad The adidas Superstar 'Core Black/Footwear White' is now available via @FinishLine! |$85| #SneakerScouts @adidasUS ht…,MJ23_Chicago,MJ23,Thu Jun 18 02:08:55 +0000 2015,[],0,1
2021-03-09 11:56:37,1369255803379679235,Kanchanaburi,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,IAMPPPUI8891_,iampppui_,Mon Mar 19 05:19:25 +0000 2018,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:30,1369255771997954048,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,ms4th1,M.,Thu Aug 27 15:14:46 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:24,1369255747385720834,"Sydney, Australia",RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,dong_jane,Kpopstan,Tue Feb 25 04:49:15 +0000 2014,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:21,1369255733666009088,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,ZaidaZaidamars1,Zaida Zaidamarshaanisa,Sun Sep 06 10:19:47 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:20,1369255730956689408,Texas,Check out this listing I just added to my #Poshmark closet: Adidas shoes. https://t.co/E7i0f8jMQ3 #shopmycloset @poshmarkapp,sarah_boyd1,sarah boyd,Mon Jul 29 01:09:24 +0000 2013,"[{'url': 'https://t.co/E7i0f8jMQ3', 'expanded_url': 'https://poshmark.com/listing/6024986443895f5e18cef951?utm_campaign=referral_code%3DSARAH_A_BOYD&utm_source=tw_sh&utm_content=feature%3Dsh_li_el_ios%26rfuid%3Dext1%3A40a1147b-c7f0-4005-bb7a-0c338f507ccd%26ext_trk%3Dbranch', 'display_url': 'poshmark.com/listing/602498…', 'indices': [74, 97]}]",0,0
2021-03-09 11:56:09,1369255686459297798,He/Him,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,snoopwu,𝙋𝙚𝘼𝙘𝙀,Wed Aug 07 15:30:47 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:05,1369255668297969669,ot4 blink,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,lisaroyalice,ranh ❄️,Fri Jan 25 10:27:56 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:56:04,1369255664963497984,sunflowers,"Haechan with Adidas 

#HaechanxAdidas #AdidasxHAECHAN #HAECHAN #해찬 https://t.co/diflwieCme",lovelyechana,⁶⁶INDAH🌻💛,Sat Mar 07 02:40:44 +0000 2020,[],0,0
2021-03-09 11:55:50,1369255604812931076,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,nouman7879,Nomi144,Sun Feb 21 09:13:21 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:55:49,1369255602166378496,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Bl1nk_b0y,The Lovesickboy,Wed Oct 14 00:14:49 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:55:49,1369255600941596673,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,SenseBlink,.,Thu Dec 24 13:35:51 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:55:48,1369255594939592706,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,jendeukie_li,j,Sat Sep 12 16:14:49 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:55:38,1369255555789914113,,RT @Jenlisa_house: Adidas Originals Korea updated IG #LISA @BLACKPINK https://t.co/8SnPXzhxmz,lalala404,𝐋𝐋𝐒𝕸♔︎ ▪︎THE SHOW▪︎,Sat Jul 18 13:45:39 +0000 2020,[],0,30
2021-03-09 11:55:21,1369255482989424643,𝕗ᴀ𝕚ʀ𝕪 ᴄ𝕚ᴛ𝕪 ᵈʳᵉᵃᵐˡᵃⁿᵈ,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,W00CHILK,⌇❐⚘s⃟ᴜ𝕤ʜ𝕚🍙❀,Mon Mar 08 16:33:22 +0000 2021,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:55:20,1369255479122161669,blackpink | กรช,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,thesvq,Seven% #OnTheGround,Tue Apr 09 07:13:30 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:55:14,1369255455550283778,,"@Bet9jaOfficial The Adidas logo on the fulham right leg/host is missing in the second picture.

User Id: 4943229",Toxxi9,Tboy,Wed Jul 03 23:31:49 +0000 2019,[],0,0
2021-03-09 11:55:07,1369255425351110657,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,EviAini5,Evi Aini,Mon Jun 29 05:32:31 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:55:00,1369255393671618563,Fan Account,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,ailurovphile,bila🌹Rosé -R- comingsoon !!,Wed Jun 05 15:07:46 +0000 2019,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:54:58,1369255389074628611,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,jeeyceeee,JC,Sat Feb 01 11:00:08 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:54:56,1369255377632714772,"Bridgeview,Illinois / Jalisco",RT @lilyachty: I need dese @adidas,jorgepalomar12,Jorge,Wed May 23 21:49:06 +0000 2012,[],0,157
2021-03-09 11:54:54,1369255370753998849,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,savagejisoo_,𝒽ℴ𝓁𝓁𝓎 ♡︎,Mon Oct 19 07:18:08 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:54:47,1369255341582651403,United Kingdom,"Adidas Yeezy 450 Cloud White

UK3.5 - UK13.5 Available ✅

Prices Starting From £319.99

DM For Purchase Info 📥:… https://t.co/8MEc4gXivT",PluggedGlobal,Plugged Global LTD,Tue Jan 12 14:59:03 +0000 2021,"[{'url': 'https://t.co/8MEc4gXivT', 'expanded_url': 'https://twitter.com/i/web/status/1369255341582651403', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]",1,1
2021-03-09 11:54:47,1369255341272227841,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,Noojari1,NooooooooNaNooo,Mon Mar 30 12:06:06 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:54:46,1369255338608836609,,RT @billboard: BLACKPINK stars in the new Adidas campaign   https://t.co/iqfyCwkffL,WaMaterial,WaWaMaterialGirl,Wed Dec 02 04:08:29 +0000 2020,"[{'url': 'https://t.co/iqfyCwkffL', 'expanded_url': 'http://blbrd.cm/0NIjoSz', 'display_url': 'blbrd.cm/0NIjoSz', 'indices': [60, 83]}]",0,875
2021-03-09 11:54:43,1369255323500875777,,RT @RHKLOOKS: renjun and haechan as burberry and adidas ambassadors https://t.co/3WrCNlsTjq,daegalmonn,haeka🌻,Wed Nov 07 11:18:00 +0000 2018,[],0,146
